Country,Country_Code,Year,total_population,population_density_sq_km,urban_population_percent,rural_population_percent,electricity_access_percent,renewable_energy_consumption_percent,clean_fuel_tech_cooking_percent,co2_emissions_excl_lulucf,gdp
Panama,PAN,2012,3759256.0,50.56841539,65.741,34.259,89.3,21.2,100.0,10.4516,41595439700.0
Panama,PAN,2013,3825329.0,51.45721012,66.052,33.948,89.1,20.7,100.0,10.2621,46949496500.0
Panama,PAN,2014,3892101.0,52.5108068,66.371,33.629,90.8,19.8,100.0,10.7718,51427104900.0
Panama,PAN,2015,3960035.0,53.42734754,66.696,33.304,91.6,22.0,100.0,10.6311,55767806100.0
Panama,PAN,2016,4029086.0,54.35895845,67.027,32.973,92.4,22.1,100.0,10.6644,59760858700.0
Panama,PAN,2017,4098707.0,55.29825958,67.365,32.635,93.7,23.6,100.0,10.1457,64327688800.0
Panama,PAN,2018,4167860.0,56.18576436,67.709,32.291,93.8,24.5,100.0,9.9267,67316471200.0
Panama,PAN,2019,4234700.0,57.08681585,68.059,31.941,93.9,19.0,100.0,13.1056,69778991200.0
Panama,PAN,2020,4293261.0,57.87626045,68.414,31.586,95.3,28.5,100.0,9.5971,57059846500.0
Bulgaria,BGR,2008,7492561.0,68.98592211,71.622,28.378,92.3,9.9,94.236,54.4064,54480684188.4442
Bulgaria,BGR,2009,7444443.0,68.57445652,71.963,28.037,92.9,11.6,94.691,46.4564,52023801230.0
Bulgaria,BGR,2010,7395599.0,68.12453021,72.302,27.698,93.5,14.3,95.177,49.4329,50760929302.5147
Bulgaria,BGR,2011,7348328.0,67.68909359,72.638,27.362,94.1,13.2,95.582,54.7156,57737040780.0157
Bulgaria,BGR,2012,7305888.0,67.2981577,72.975,27.025,94.7,15.6,95.955,49.871,54288135058.7926
Bulgaria,BGR,2013,7265115.0,66.92257738,73.313,26.687,95.3,18.2,96.364,44.4068,55852123989.9504
Bulgaria,BGR,2014,7223938.0,66.54327561,73.651,26.349,95.9,17.1,96.714,47.2492,57157782909.9307
Bulgaria,BGR,2015,7177991.0,66.120035,73.99,26.01,96.6,17.9,97.009,49.7792,50811995688.6771
Bulgaria,BGR,2016,7127822.0,65.65790346,74.329,25.671,97.3,17.7,97.3,47.0982,53964253212.0
Bulgaria,BGR,2017,7075947.0,65.18005711,74.669,25.331,98.1,17.1,97.536,49.2263,59309748166.1179
Bulgaria,BGR,2018,7025037.0,64.71109985,75.008,24.992,98.7,19.6,97.755,46.2676,66289266348.6504
Bulgaria,BGR,2019,6975761.0,64.25719418,75.347,24.653,99.2,19.3,97.945,44.5676,68631726289.2794
Bulgaria,BGR,2020,6934015.0,63.87265107,75.686,24.314,99.7,21.1,98.1,39.3622,70716821234.5967
El Salvador,SLV,2008,6029297.0,290.9892375,63.678,36.322,91.0,31.5,73.1,7.0862,17986890000.0
El Salvador,SLV,2009,6048279.0,291.9053571,64.57,35.43,91.1,32.2,75.2,6.8948,17601620000.0
El Salvador,SLV,2010,6068249.0,292.8691602,65.452,34.548,91.6,32.6,77.0,6.7208,18447920000.0
El Salvador,SLV,2011,6090127.0,293.9250483,66.325,33.675,92.6,29.5,78.6,7.0198,20283780000.0
El Salvador,SLV,2012,6113975.0,295.0760135,67.187,32.813,93.7,30.3,80.4,6.9949,21386150000.0
El Salvador,SLV,2013,6138839.0,296.2760135,68.036,31.964,95.0,27.5,82.1,6.6284,21990960000.0
El Salvador,SLV,2014,6162955.0,297.4399131,68.874,31.126,95.1,24.0,83.8,6.8083,22593470000.0
El Salvador,SLV,2015,6183676.0,298.4399614,69.7,30.3,95.4,21.0,85.3,7.2629,23438240000.0
El Salvador,SLV,2016,6200800.0,299.2664093,70.501,29.499,96.0,20.7,87.0,7.3236,24191430000.0
El Salvador,SLV,2017,6213533.0,299.8809363,71.275,28.725,96.8,25.0,88.3,6.6285,24979190000.0
El Salvador,SLV,2018,6219807.0,300.1837355,72.023,27.977,97.0,23.2,89.7,7.1002,26020850000.0
El Salvador,SLV,2019,6222318.0,300.3049228,72.746,27.254,97.4,19.4,90.9,8.1035,26881140000.0
El Salvador,SLV,2020,6234673.0,300.9012066,73.444,26.556,99.7,23.7,91.9,6.6591,24921190000.0
Iceland,ISL,2008,317414.0,3.166224439,93.395,6.605,100.0,74.0,100.0,3.7862,18074622987.0185
Iceland,ISL,2009,318499.0,3.177047382,93.511,6.489,100.0,74.7,100.0,3.8286,13154414219.207
Iceland,ISL,2010,318041.0,3.172478803,93.574,6.426,100.0,76.0,100.0,3.7373,13751161917.7398
Iceland,ISL,2011,319014.0,3.182184539,93.587,6.413,100.0,77.1,100.0,3.6033,15221622925.9319
Iceland,ISL,2012,320716.0,3.199162095,93.6,6.4,100.0,77.7,100.0,3.6509,14751508133.5443
Iceland,ISL,2013,323764.0,3.229566085,93.633,6.367,100.0,76.8,100.0,3.7362,16125060515.3117
Iceland,ISL,2014,327386.0,3.265695761,93.667,6.333,100.0,77.6,100.0,3.5613,17867662177.8911
Iceland,ISL,2015,330815.0,3.299900249,93.7,6.3,100.0,78.0,100.0,3.6549,17517210519.0912
Iceland,ISL,2016,335439.0,3.346024938,93.735,6.265,100.0,80.9,100.0,3.2142,20793168030.9524
Iceland,ISL,2017,343400.0,3.425436409,93.773,6.227,100.0,80.8,100.0,3.3148,24728285177.4603
Iceland,ISL,2018,352721.0,3.498175146,93.813,6.187,100.0,81.4,100.0,3.2955,26260850582.0687
Iceland,ISL,2019,360563.0,3.575949618,93.855,6.145,100.0,81.7,100.0,3.1653,24681343649.2952
Iceland,ISL,2020,366463.0,3.634463949,93.898,6.102,100.0,82.9,100.0,3.0602,21629953194.0659
Moldova,MDA,2008,2868833.0,99.86538796,42.682,57.318,99.1,4.9,89.0,7.7632,6054824248.24221
Moldova,MDA,2009,2865213.0,99.73937411,42.651,57.349,99.2,4.8,90.7,7.6323,5439434271.78807
Moldova,MDA,2010,2862354.0,99.77878482,42.62,57.38,99.3,20.0,92.0,8.3894,6974982369.60155
Moldova,MDA,2011,2860699.0,99.72109318,42.589,57.411,99.4,20.4,93.1,8.4266,8414352020.49442
Moldova,MDA,2012,2860324.0,99.67327595,42.558,57.442,99.5,22.1,94.1,8.2455,8709138634.82921
Moldova,MDA,2013,2859558.0,99.57718425,42.527,57.473,99.6,23.8,94.9,7.3433,9496717875.51932
Moldova,MDA,2014,2857815.0,99.51648849,42.496,57.504,99.8,24.3,95.65,7.885,9402090137.7423
Moldova,MDA,2015,2835978.0,98.75606783,42.49,57.51,99.9,24.7,96.1,8.1636,7797667196.73087
Moldova,MDA,2016,2803186.0,97.61416583,42.511,57.489,99.9,25.3,96.6,8.3042,7980917075.7748
Moldova,MDA,2017,2755189.0,95.90938838,42.557,57.443,100.0,26.1,96.8,8.1896,9514404016.20949
Moldova,MDA,2018,2707203.0,94.25439467,42.629,57.371,100.0,25.3,97.0,8.7553,11252353420.8798
Moldova,MDA,2019,2664224.0,92.75609357,42.726,57.274,100.0,22.0,97.3,9.0374,11736797054.6965
Moldova,MDA,2020,2635130.0,91.74732605,42.849,57.151,100.0,22.3,97.4,8.7757,11530746234.4492
Slovak Republic,SVK,2008,5379233.0,111.8343659,55.111,44.889,100.0,7.6,100.0,40.6952,100830060552.902
Slovak Republic,SVK,2009,5386406.0,112.006779,54.96,45.04,100.0,10.0,100.0,36.8926,89342984697.5246
Slovak Republic,SVK,2010,5391428.0,112.1088769,54.685,45.315,100.0,10.3,100.0,39.3279,91112160800.7668
Slovak Republic,SVK,2011,5398384.0,112.2605224,54.42,45.58,100.0,10.4,100.0,37.5573,99705104723.4341
Slovak Republic,SVK,2012,5407579.0,112.4517343,54.28,45.72,100.0,10.5,100.0,35.8384,94724394278.052
Slovak Republic,SVK,2013,5413393.0,112.5726377,54.14,45.86,100.0,10.7,100.0,36.1493,99134277850.3418
Slovak Republic,SVK,2014,5418649.0,112.7006864,54.0,46.0,100.0,12.2,100.0,33.6589,101713075598.862
Slovak Republic,SVK,2015,5423801.0,112.8031488,53.889,46.111,100.0,13.4,100.0,34.1112,89178548717.3324
Slovak Republic,SVK,2016,5430798.0,112.9533694,53.806,46.194,100.0,13.1,100.0,35.0566,90347173228.6356
Slovak Republic,SVK,2017,5439232.0,113.1287854,53.751,46.249,100.0,12.4,100.0,37.3056,95978130734.9766
Slovak Republic,SVK,2018,5446771.0,113.2855865,53.726,46.274,100.0,12.4,100.0,36.6487,106611673364.837
Slovak Republic,SVK,2019,5454147.0,113.4389975,53.729,46.271,100.0,17.6,100.0,34.4752,105843498304.094
Slovak Republic,SVK,2020,5458827.0,113.5363353,53.76,46.24,100.0,17.6,100.0,32.31,107732602896.441
